word_id,tag_1,tag_2,tag_3
514,move away,retreat,withdraw
515,money,cash,currency
516,drink,taste,swallow
517,alternative,substitution,rather than
518,appropriate,suitable,correct
519,activity,energy,liveliness
520,hurry,rush,bustle
521,trust,reveal,confess
522,entertained,amused,delighted
523,noise,shaking,clattering
524,mindset,opinion,perspective
525,behavior,manner,conduct
526,slack,relaxed,careless
527,lately,recently,newly
528,harm,injury,self-harm
529,injury,harm,wound
530,loneliness,isolation,se
531,however,despite,although
532,hesitant,unwilling,resistant
533,nevertheless,nonetheless,yet
534,lacking,without,empty
535,cancel,nullify,invalidate
536,sparkle,shine,glitter
537,uncontrolled,widespread,prevailing
538,belief,myth,tradition
539,depend,trust,count on
540,ill,sick,unwell
541,trip,outing,expedition
542,bus,coach,tour bus
543,tolerate,endure,bear
544,minimum,lowest,smallest
545,attracted,interested,fascinated
546,summit,peak,top
547,fall asleep,doze off,drift off
548,as a result,therefore,hence
549,unite,merge,consolidate
550,district,voters,electorate
551,argument,dispute,fight
552,precise,exact,correct
553,numerical,fractional,decimal
554,saying,maxim,adage
555,rule,guideline,doctrine
556,embarrassed,guilty,remorseful
557,steepness,incline,gradient
558,small,minor,insignificant
559,ability,talent,skill
560,ice rink,arena,skating rink
561,rate,occurrence,wavelength
562,delete,remove,wipe out
563,marker,pen,highlight
564,advancement,advertising,publicity
565,reduce,lower,decline
566,worth,credit,excellence
567,entertainment,fun,pleasure
568,hand,tree,foliage
569,unity,consolidation,standardization
570,period,session,semester
571,misinterpret,misconceive,misread
572,clean,brush,sweep up
573,concerning,related,with respect to
574,encircle,envelop,enclose
575,progress,growth,advancement
576,faith,conviction,trust
577,landfill,garbage dump,rubbish heap
578,tiles,ceramic,flooring
579,electrician,wireman,electrical contractor
580,check mark,tick off,mark off
581,while,although,but
582,piece,portion,cut
583,memorable,lasting,remarkable
584,synthetic,fake,man-made
585,skin,remove,strip
586,proverb,aphorism,maxim
587,separate,distant,isolated
588,dismiss,fire,bag
589,fee,charge,price
590,important,notable,meaningful
591,TV,television,broadcasting
592,conquer,defeat,surpass
593,exhale,breathe out,moan
594,persuade,influence,talk into
595,allude,mention,relate
596,weak,dizzy,light-headed
597,airstrip,tarmac,taxiway
598,draw,charm,allure
599,correctly,appropriately,suitably
600,influence,impact,alter
601,joyful,happy,cheerful
602,guide,leader,controller
603,amenities,equipment,infrastructure
604,chaos,disorder,bewilderment
605,editor,printer,press
606,phoneme,speech,language
607,refuge,sanctuary,haven
608,donate,participate,give
609,advisor,consultant,therapist
610,joy,pleasure,happiness
611,rip,teardrop,shred
612,brass instrument,music,jazz
613,leave,go,exit
614,baby bird,young chicken,offspring
615,grandmother,elderly,senior citizen
616,oven,cooker,range
617,groom,husband,wedding
618,meat dish,cook,oven
619,schedule,agenda,itinerary
620,young horse,colt,filly
621,female chicken,poultry,bird
622,two weeks,14 days,half-month
623,achoo,cold,allergy
624,forgiveness,amnesty,excuse
625,gasoline,fuel,gas
626,young pig,piggy,swine
627,scary,terrible,awful
628,equal,flat,balanced
629,baby cow,muscle,anatomy
630,fix,repair,restore
631,eager,sharp,enthusiastic
632,heavy,dense,broad
633,cast,bandage,adhesive
634,conversation,interrogation,meeting
635,vacation,newlywed,romantic
636,deal,bargain,negotiate
637,tone,level,sound
638,garbage,trash,loss
639,hit,wind,breathe
640,family,niece,relative
641,family,niece,relative
642,grammar,connective,word class
643,cooking,pot,kitchen
644,distant,far,isolated
645,burst,explode,soda
646,grammar,modifier,language
647,support,opinion,display
648,together,forward,direction
649,phone,clock,communication
650,transportation,carrier,luggage
651,shaving,grooming,sharp
652,backpack,bag,hiking
653,carpet,floor,decoration
654,payment,retail,exit
655,messy,disorganized,chaotic
656,hair,grooming,tool
657,city,finance,letter
658,traditional,music,culture
659,legume,vegetable,food
660,backup,precaution,savings
661,appliance,food storage,ice
662,musical instrument,woodwind,jazz
663,invoice,proof of payment,record
664,writing,language,orthography
665,liking,affection,sentiment
666,drawing,art,coloring
667,bridegroom,horse,wedding
668,transportation,cars,road
669,adhesive tape,recording,fastening
670,lodging,housing,stay
671,departure,success,aviation
672,jump,hop,bound
673,preservation,protection,environment
674,family,nephew,relative
675,storage,furniture,kitchen
676,house,small,rural
677,bulletin board,information,display
678,rubber,school,drawing
679,teaching,writing,drawing
680,plumbing,kitchen,bathroom
681,wedding,marriage,groom
682,free time,relaxation,activity
683,education,direction,meal
684,inadequate,lacking,scarce
685,deceitful,sly,sneaky
686,connection,tie,relationship
687,examination,inspection,analysis
688,empty,cavity,hollowed
689,reaction,response,consequence
690,combine,unite,integrate
691,although,yet,nevertheless
692,mathematics,formula,algebra
693,signal,measure,gauge
694,changeable,fluctuating,mutable
695,simultaneous,parallel,synchronized
696,concurrent,synchronous,concurrent
697,newest,recent,up-to-date
698,however,nonetheless,still
699,inflexible,stiff,unyielding
700,physics,motion,mechanics
701,incorrect,mistake,error
702,enjoy,savor,taste
703,decrease,diminish,decline
704,inheritance,legacy,antique
705,watershed,catchment basin,sink
706,innovation,discovery,progress
707,important,noteworthy,considerable
708,moreover,additionally,also
709,although,even though,yet
710,differ,change,fluctuate
711,solid,cement,specific
712,depend,trust,count on
713,comedian,performer,artist
714,amazing,fantastic,excellent
715,procrastinate,waste time,dawdle
716,show,point out,suggest
717,untrustworthy,undependable,inconsistent
718,cabinets,dresser,storage
719,voicemail,answering machine,phone message
720,organization,setup,plan
721,Jewish,language,Israel
722,fog,haze,vapor
723,roughly,about,around
724,ventilation,air conditioning,piping
725,barrier,obstacle,block
726,container,bin,reservoir
727,fold,crease,gather
728,latest,recent,new
729,wheel,caster,roller
730,arrangement,display,assortment
731,calcium oxide,citrus fruit,white powder
732,rough,harsh,abrasive
733,chips,scraps,fragments
734,management,operation,handling
735,beside,next to,parallel
736,arrange,manage,handle
737,workshop,factory,production
738,furnace,refinery,processing
739,furnace,burner,waste disposal
740,include,contain,consist of
741,initiation,activation,launch
742,intentionally,purposely,consciously
743,stop,seize,intercept
744,hanging,dangling,in limbo
745,weakening,reduction,decrease
746,edit,modify,update
747,compulsory,required,obligatory
748,because of,owing to,as a result of
749,component,submodule,part
750,joining,fastening,bonding
751,change,modify,adjust
752,obtained,derived from,descended
753,product,good,item
754,late,delayed,past due
755,thoroughness,prudence,caution
756,fixed,integrated,implanted
757,designate,appoint,allocate
758,previous,earlier,preceding
759,screw,fastener,hardware
760,reducer,suppressor,muffler
761,perpendicular,intersecting,tangent
762,temporary,provisional,acting
763,flammable,inflammable,burnable
764,slide,channel,conduit
765,neighboring,next door,nearby
766,perform,lead,carry out
767,emergency,safety drills,fire drills
768,factory,facility,production
769,complete,thorough,all-inclusive
770,implementation,execution,enforcement
771,building,structure,venue
772,self-satisfaction,smugness,satisfaction
773,cleaning,maintenance,organization
774,scattered,spread out,separated
775,connected,associated,linked
776,communicate,transfer,impart
777,small,tiny,minute
778,hang,halt,discontinue
779,scattering,distribution,diffusion
780,restriction,limitation,captivity
781,burning,ignition,reaction
782,differentiate,recognize,identify
783,explosion,combustion,ignition
784,irrespective,notwithstanding,despite
785,thus,consequently,hence
786,immense,enormous,extensive
787,polish,sharpen,sand
788,alleviate,reduce,ease
789,obedient,conforming,agreeable
790,applicable,pertinent,related
791,different,diverse,assorted
792,in it,in which,inside
793,evaluate,estimate,judge
794,lot number,production batch,serial number
795,electrical fault,circuit failure,electrical short
796,order,prescribe,recommend
797,earthing,grounding system,electrical ground
798,grounding,electrical ground,earthing system
799,through,over,beyond
800,release,emission,unloading
801,planned,deliberate,purposeful
802,inside,inner,internal
803,accidentally,unintentionally,mistakenly
804,opening,aperture,nozzle
805,cable tray,wire duct,cable channel
806,distribution box,electrical box,connection box
807,cable gland,cable fitting,cable connector
808,necessity,demand,prerequisite
809,failure,breakdown,glitch
810,tailored to,adapted to,customized to
811,limit,boundary,margin
812,density,level,content
813,enough,adequate,satisfactory
814,wearing,rubbing,erosion
815,equipment,device,machine
816,ultrasound,sonic,ultrasonic
817,heat-related,temperature,thermal
818,wreckage,fragments,rubble
819,except for,aside from,beyond
820,essential,required,vital
821,premise,supposition,presumption
822,first,starting,preliminary
823,comment,observation,statement
824,adjustment,positioning,calibration
825,output,productivity,performance
826,devious,sly,sneaky
827,shake,quiver,shiver
828,reciprocal,shared,common
829,awkward,bulky,unwieldy
830,range,extent,width
831,exact,word-for-word,verbatim
832,current,continuing,in progress
833,yield strength,flow stress,yield point
834,Young's modulus,elastic modulus,stiffness
835,change,conversion,transformation
836,porosity,permeance,permeation
837,junction,connection,intersection
838,bevel,angle,cut
839,attached,included,enclosed
840,nonconforming,incompatible,contrary
841,analyze,dissect,examine
842,scamming,fraud,identity theft
843,uncertain,hesitant,provisional
844,questions,queries,requests
845,draft,sketch,blueprint
846,sporadic,occasional,periodic
847,stuck,glued,attached
848,account book,record book,journal
849,payment,transfer,deposit
850,receiver,addressee,beneficiary
851,subconscious,latent,underlying
852,requirements,conditions,preconditions
853,endeavor,attempt,aim
854,intention,objective,goal
855,complete,comprehensive,detailed
856,initial,introductory,preparatory
857,schedule,itinerary,plan
858,qualifications,certification,skills
859,obstruction,blockage,congestion
860,glandular,sebaceous,secretory
861,critical point,turning point,threshold
862,insensitive,indifferent,unfeeling
863,resolute,unwavering,persistent
864,also,in addition,aslo too
865,pretending,imitating,mimicking
866,subtracted,removed,taken away
867,pressure plate,impression bed,print bed
868,implant,fix,insert
869,sustainability,sustainable,eco-friendliness
870,touchable,palpable,physical
871,basis,groundwork,basis
872,shareholder,investor,partner
873,engage,involve,undertake
874,correspondingly,consequently,accordingly
875,adjust,position,orient
876,compliance,agreement,conformity
877,sustainability approach,sustainable practice,eco-consciousness
878,immediate,straight,unmediated
879,mediated,circuitous,roundabout
880,related,concerning,applicable
881,harvest,gather,collect
882,separate,different,unique
883,structure,system,organization
884,transferred,delivered,relinquished
885,transfer,relinquish,deliver
886,measurable,assessable,calculable
887,allotment,distribution,assignment
888,elimination,discontinuation,withdrawal
889,on someone's behalf,representing someone,for someone
890,pollution,adulteration,impurity
891,experience,sustain,acquire
892,motivation,inducement,stimulus
893,purchase,acquisition,takeover
894,cargo,shipment,transport
895,rough,grainy,uneven
896,abrasive blasting,sand blasting,shot peening
897,outdated,antiquated,old-fashioned
898,advantageous,favorable,profitable
899,blast,gust,burst
900,concise,short,summarized
901,location,range,inside
902,identity,object,legal
903,deceit,trickery,deception
904,saturate,infuse,instill
905,requested,invited,asked
906,voluntary,spontaneous,uninvited
907,violated,weakened,damaged
908,pattern,structure,network
909,way,behavior,style
910,assessment,review,analysis
911,interconnected,woven,twisted
912,structure,pattern,grid
913,deformation,instability,bending
914,resistant,impermeable,impenetrable
915,vulnerable,prone,sensitive
916,material,construction,solid
917,horizontal,perpendicular,crosswise
918,twisting,deformation,strain
919,triangle,equal sides,geometry
920,steep,absolute,transparent
921,geography,navigation,coordinates
922,geography,navigation,coordinates
923,wind,storm,tempest
924,completely,fully,entirely
925,weighing,balance,measurement
926,adaptation,modification,regulation
927,unchangeable,permanent,fixed
928,correct,modify,improve
929,keep,preserve,maintain
930,leave out,exclude,skip
931,direction,location,against
932,talkative,wordy,long-winded
933,minimum,smallest,lowest
934,number,mathematics,divisible by two
935,number,mathematics,not divisible by two
936,barrier,hindrance,obstruction
937,show off,display,exhibit
938,amaze,astonish,surprise
939,complimentary,pleasing,favorable
940,enemy,opponent,rival
941,play,toy,manipulate
942,infamous,well-known,scandalous
943,important,significant,distinguished
944,noticeable,visible,obvious
945,oil,fossil fuel,petroleum
946,time,period,two weeks
947,experience,endure,go through
948,offender,perpetrator,guilty party
949,hiding,camouflage,cover-up
950,small object,jewelry,decoration
951,unclear,incomprehensible,garbled
952,likely,probably,assumed
953,arrogance,conceit,narcissism
954,implied,unspoken,inferred
955,infamous,well-known,scandalous
956,impliedly,unspokenly,unreservedly
957,group,organization,connection
958,maintain,protect,conserve
959,complete,thorough,extensive
960,therefore,consequently,thus
961,taboo,forbidden,illegal
962,position,viewpoint,opinion
963,restriction,prohibition,lockdown
964,movement,spasm,tremor
965,punctuation,grammar,symbol
966,also,too,in addition
967,diagram,land,story
968,surplus,abundance,extra
969,unnecessary,superfluous,extra
970,end,finish,conclude
971,request,ask,seek
972,fraud,trickery,deceit
973,deception,scam,swindle
974,violate,infringe,break
975,end,conclusion,finish
976,susceptible,vulnerable,likely
977,hard work,effort,perseverance
978,obey,follow,conform
979,thus,consequently,accordingly
980,relevant,suitable,appropriate
981,too much,extravagant,immoderate
982,hidden,secret,confidential
983,set up,create,found
984,respectable,appropriate,acceptable
985,alternatively,reciprocally,mutally
986,clue,hint,suggestion
987,scratch,rub,abrade
988,reveal,disclose,uncover
989,punctuation,grammar,symbol
990,main,basic,fundamental
991,recommendations,endorsements,reviews
992,memory,storage,repository
993,completely,meticulously,exhaustively
994,evaluation,judgment,appraisal
995,assuming,provided,considering
996,,,
997,,,
